Algorithm,Mode,Run,Coupling,MoJoFM,Hypervolume,LLM_Calls,Dataset,Scenario
AGE-MOEA-II,Semanti-MOP,25,12299.000000032931,7.265854682906342,430691.9111317247,80,Apache-Flink,Structural Conflict
AGE-MOEA-II,Semanti-MOP,26,12266.000000109434,6.887862242755145,433588.32036766177,80,Apache-Flink,Structural Conflict
AGE-MOEA-II,Semanti-MOP,27,12297.000000277118,6.845863082738345,430868.0708297867,80,Apache-Flink,Structural Conflict
AGE-MOEA-II,Semanti-MOP,28,12369.00000008026,7.181856362872742,424475.9103626896,80,Apache-Flink,Structural Conflict
AGE-MOEA-II,Semanti-MOP,29,12287.000000036267,6.971860562788744,431747.67046748655,80,Apache-Flink,Structural Conflict
R-NSGA-II,Baseline,0,12318.000000113312,6.971860562788744,429014.4006575356,0,Apache-Flink,Structural Conflict
R-NSGA-II,Baseline,1,12325.000000134278,7.3918521629567415,428394.55091970327,0,Apache-Flink,Structural Conflict
R-NSGA-II,Baseline,2,12319.00000096043,7.139857202855943,428925.90997085004,0,Apache-Flink,Structural Conflict
R-NSGA-II,Baseline,3,12221.000000446436,7.181856362872742,437502.8699049811,0,Apache-Flink,Structural Conflict
R-NSGA-II,Baseline,4,12282.000000032926,7.055858882822344,432186.7203750252,0,Apache-Flink,Structural Conflict
R-NSGA-II,Baseline,5,12366.000000139198,7.223855522889543,424744.32024346193,0,Apache-Flink,Structural Conflict
R-NSGA-II,Baseline,6,12321.000000894557,7.055858882822344,428748.8712271238,0,Apache-Flink,Structural Conflict
R-NSGA-II,Baseline,7,12245.000000220247,7.097858042839143,435420.1504948966,0,Apache-Flink,Structural Conflict
R-NSGA-II,Baseline,8,12366.000000171549,7.265854682906342,424744.32026716176,0,Apache-Flink,Structural Conflict
R-NSGA-II,Baseline,9,12368.000000159967,7.181856362872742,424565.4009677728,0,Apache-Flink,Structural Conflict
R-NSGA-II,Baseline,10,12323.000000462585,7.307853842923142,428571.7502416895,0,Apache-Flink,Structural Conflict
R-NSGA-II,Baseline,11,12268.000000212356,6.971860562788744,433413.39999700343,0,Apache-Flink,Structural Conflict
R-NSGA-II,Baseline,12,12278.000000436949,6.509869802603947,432537.6004066526,0,Apache-Flink,Structural Conflict
R-NSGA-II,Baseline,13,12317.000000253143,7.055858882822344,429102.8704313997,0,Apache-Flink,Structural Conflict
R-NSGA-II,Baseline,14,12407.000000218091,6.971860562788744,421060.47112262854,0,Apache-Flink,Structural Conflict
R-NSGA-II,Baseline,15,12353.000000076856,7.055858882822344,425905.3512122552,0,Apache-Flink,Structural Conflict
R-NSGA-II,Baseline,16,12261.000000412323,6.719865602687946,434025.2699925221,0,Apache-Flink,Structural Conflict
R-NSGA-II,Baseline,17,12297.000000113263,6.9298614027719445,430868.0704723441,0,Apache-Flink,Structural Conflict
R-NSGA-II,Baseline,18,12316.000000503593,6.887862242755145,429191.320453942,0,Apache-Flink,Structural Conflict
R-NSGA-II,Baseline,19,12299.0000000515,7.0138597228055435,430691.9099950177,0,Apache-Flink,Structural Conflict
R-NSGA-II,Baseline,20,12289.000000421027,7.181856362872742,431571.9102884636,0,Apache-Flink,Structural Conflict
R-NSGA-II,Baseline,21,12297.000000200522,7.265854682906342,430868.0708523159,0,Apache-Flink,Structural Conflict
R-NSGA-II,Baseline,22,12309.000000239996,7.223855522889543,429809.90997800266,0,Apache-Flink,Structural Conflict
R-NSGA-II,Baseline,23,12323.000000395707,7.223855522889543,428571.74998056673,0,Apache-Flink,Structural Conflict
R-NSGA-II,Baseline,24,12317.000000144513,7.139857202855943,429102.8699758875,0,Apache-Flink,Structural Conflict
R-NSGA-II,Baseline,25,12218.000000095712,7.223855522889543,437762.3999655427,0,Apache-Flink,Structural Conflict
R-NSGA-II,Baseline,26,12351.00000006435,6.9298614027719445,426083.67133462674,0,Apache-Flink,Structural Conflict
R-NSGA-II,Baseline,27,12324.000000397964,7.307853842923142,428483.1604461608,0,Apache-Flink,Structural Conflict
R-NSGA-II,Baseline,28,12372.000000049768,6.971860562788744,424207.3211660279,0,Apache-Flink,Structural Conflict
R-NSGA-II,Baseline,29,12344.000000308992,6.9298614027719445,426707.16073526675,0,Apache-Flink,Structural Conflict
R-NSGA-II,Semanti-MOP,0,12324.000000027052,6.887862242755145,428483.1605737303,80,Apache-Flink,Structural Conflict
R-NSGA-II,Semanti-MOP,1,12279.000000092394,7.307853842923142,432449.91077948705,80,Apache-Flink,Structural Conflict
R-NSGA-II,Semanti-MOP,2,12326.000000220527,6.887862242755145,428305.9203382375,80,Apache-Flink,Structural Conflict
R-NSGA-II,Semanti-MOP,3,12301.000000086811,6.635867282654346,430515.6701871814,80,Apache-Flink,Structural Conflict
R-NSGA-II,Semanti-MOP,4,12318.000000355503,6.887862242755145,429014.39994652284,80,Apache-Flink,Structural Conflict
R-NSGA-II,Semanti-MOP,5,12295.000000914853,7.055858882822344,431044.1499653217,80,Apache-Flink,Structural Conflict
R-NSGA-II,Semanti-MOP,6,12231.000000301108,7.3918521629567415,436636.4704548691,80,Apache-Flink,Structural Conflict
R-NSGA-II,Semanti-MOP,7,12312.000000616565,7.307853842923142,429544.91996527696,80,Apache-Flink,Structural Conflict
R-NSGA-II,Semanti-MOP,8,12283.00000062772,7.265854682906342,432098.9499962501,80,Apache-Flink,Structural Conflict
R-NSGA-II,Semanti-MOP,9,12277.000000444907,6.761864762704746,432625.26994950674,80,Apache-Flink,Structural Conflict
R-NSGA-II,Semanti-MOP,10,12310.000000307804,7.433851322973541,429721.5999963281,80,Apache-Flink,Structural Conflict
R-NSGA-II,Semanti-MOP,11,12298.00000043477,6.971860562788744,430779.9999139162,80,Apache-Flink,Structural Conflict
R-NSGA-II,Semanti-MOP,12,12226.000000456661,7.55984880302394,437069.9199780266,80,Apache-Flink,Structural Conflict
R-NSGA-II,Semanti-MOP,13,12290.000000174987,7.3918521629567415,431484.00051807036,80,Apache-Flink,Structural Conflict
R-NSGA-II,Semanti-MOP,14,12360.000000086338,6.761864762704746,425280.6006892871,80,Apache-Flink,Structural Conflict
R-NSGA-II,Semanti-MOP,15,12329.000000297403,6.761864762704746,428039.91043629195,80,Apache-Flink,Structural Conflict
R-NSGA-II,Semanti-MOP,16,12346.000000098498,6.887862242755145,426529.12037318107,80,Apache-Flink,Structural Conflict
R-NSGA-II,Semanti-MOP,17,12301.000000288284,6.593868122637547,430515.66995819274,80,Apache-Flink,Structural Conflict
R-NSGA-II,Semanti-MOP,18,12209.000000030177,6.845863082738345,438539.9100008791,80,Apache-Flink,Structural Conflict
R-NSGA-II,Semanti-MOP,19,12279.000000114725,7.055858882822344,432449.91064027435,80,Apache-Flink,Structural Conflict
R-NSGA-II,Semanti-MOP,20,12315.00000007594,7.223855522889543,429279.75053278636,80,Apache-Flink,Structural Conflict
R-NSGA-II,Semanti-MOP,21,12289.000000168102,7.055858882822344,431571.9104252042,80,Apache-Flink,Structural Conflict
R-NSGA-II,Semanti-MOP,22,12329.000000126169,6.761864762704746,428039.91093127115,80,Apache-Flink,Structural Conflict
R-NSGA-II,Semanti-MOP,23,12318.000000763932,6.971860562788744,429014.4009041443,80,Apache-Flink,Structural Conflict
R-NSGA-II,Semanti-MOP,24,12281.0000003051,6.761864762704746,432274.4699125151,80,Apache-Flink,Structural Conflict
R-NSGA-II,Semanti-MOP,25,12342.000000149543,7.265854682906342,426885.1202360993,80,Apache-Flink,Structural Conflict
R-NSGA-II,Semanti-MOP,26,12309.000000026963,7.139857202855943,429809.91060543095,80,Apache-Flink,Structural Conflict
R-NSGA-II,Semanti-MOP,27,12293.000000434078,7.3918521629567415,431220.14994211495,80,Apache-Flink,Structural Conflict
R-NSGA-II,Semanti-MOP,28,12371.00000002404,7.139857202855943,424296.8707736388,80,Apache-Flink,Structural Conflict
R-NSGA-II,Semanti-MOP,29,12266.000000954631,7.517849643007139,433588.32035406004,80,Apache-Flink,Structural Conflict
U-NSGA-III,Baseline,0,12321.00000003571,7.055858882822344,428748.8704499283,0,Apache-Flink,Structural Conflict
U-NSGA-III,Baseline,1,12294.000000212818,7.097858042839143,431132.1608589218,0,Apache-Flink,Structural Conflict
U-NSGA-III,Baseline,2,12250.000000593453,6.803863922721545,434984.7999157077,0,Apache-Flink,Structural Conflict
U-NSGA-III,Baseline,3,12276.000000821237,7.517849643007139,432712.9206030199,0,Apache-Flink,Structural Conflict
U-NSGA-III,Baseline,4,12235.000000451617,7.097858042839143,436289.35035624274,0,Apache-Flink,Structural Conflict
U-NSGA-III,Baseline,5,12327.000000055963,7.0138597228055435,428217.27007468283,0,Apache-Flink,Structural Conflict
U-NSGA-III,Baseline,6,12269.000000572738,6.845863082738345,433325.90996651177,0,Apache-Flink,Structural Conflict
U-NSGA-III,Baseline,7,12301.00000022413,7.139857202855943,430515.6699235989,0,Apache-Flink,Structural Conflict
U-NSGA-III,Baseline,8,12300.000000363789,7.097858042839143,430603.80091673165,0,Apache-Flink,Structural Conflict
U-NSGA-III,Baseline,9,12295.000000166403,7.0138597228055435,431044.1511649353,0,Apache-Flink,Structural Conflict
U-NSGA-III,Baseline,10,12332.000000768061,7.139857202855943,427773.7205097783,0,Apache-Flink,Structural Conflict
U-NSGA-III,Baseline,11,12301.00000007118,7.0138597228055435,430515.6699821864,0,Apache-Flink,Structural Conflict
U-NSGA-III,Baseline,12,12319.000000014183,6.803863922721545,428925.91009073716,0,Apache-Flink,Structural Conflict
U-NSGA-III,Baseline,13,12316.00000096115,7.34985300293994,429191.3202429808,0,Apache-Flink,Structural Conflict
U-NSGA-III,Baseline,14,12301.000000112133,6.761864762704746,430515.6704034106,0,Apache-Flink,Structural Conflict
U-NSGA-III,Baseline,15,12246.00000030142,7.055858882822344,435333.11998093734,0,Apache-Flink,Structural Conflict
U-NSGA-III,Baseline,16,12305.000000128228,7.0138597228055435,430162.94993864576,0,Apache-Flink,Structural Conflict
U-NSGA-III,Baseline,17,12252.0000004287,6.971860562788744,434810.5202999508,0,Apache-Flink,Structural Conflict
U-NSGA-III,Baseline,18,12398.000000009573,7.265854682906342,421872.00059215777,0,Apache-Flink,Structural Conflict
U-NSGA-III,Baseline,19,12257.000000176295,7.34985300293994,434374.4698913614,0,Apache-Flink,Structural Conflict
U-NSGA-III,Baseline,20,12248.000000211052,7.223855522889543,435159.00061935344,0,Apache-Flink,Structural Conflict
U-NSGA-III,Baseline,21,12181.000000336206,7.517849643007139,440948.46996938094,0,Apache-Flink,Structural Conflict
U-NSGA-III,Baseline,22,12323.000000024733,7.055858882822344,428571.75036473427,0,Apache-Flink,Structural Conflict
U-NSGA-III,Baseline,23,12179.000000635035,7.097858042839143,441119.9099381984,0,Apache-Flink,Structural Conflict
U-NSGA-III,Baseline,24,12282.00000044184,7.265854682906342,432186.7200104013,0,Apache-Flink,Structural Conflict
U-NSGA-III,Baseline,25,12249.000000035056,6.635867282654346,435071.9104206509,0,Apache-Flink,Structural Conflict
U-NSGA-III,Baseline,26,12322.000000613052,7.097858042839143,428660.3199967,0,Apache-Flink,Structural Conflict
U-NSGA-III,Baseline,27,12281.000000424427,7.0138597228055435,432274.47101331694,0,Apache-Flink,Structural Conflict
U-NSGA-III,Baseline,28,12314.000000647377,7.181856362872742,429368.159972613,0,Apache-Flink,Structural Conflict
U-NSGA-III,Baseline,29,12290.000000356491,6.719865602687946,431484.00097215455,0,Apache-Flink,Structural Conflict
U-NSGA-III,Semanti-MOP,0,12252.000000435408,7.223855522889543,434810.51993972505,80,Apache-Flink,Structural Conflict
U-NSGA-III,Semanti-MOP,1,12248.000000247368,7.139857202855943,435158.99991984846,80,Apache-Flink,Structural Conflict
U-NSGA-III,Semanti-MOP,2,12243.000000482903,7.307853842923142,435594.14995322254,80,Apache-Flink,Structural Conflict
U-NSGA-III,Semanti-MOP,3,12317.000000192427,7.055858882822344,429102.87074524944,80,Apache-Flink,Structural Conflict
U-NSGA-III,Semanti-MOP,4,12279.00000055647,7.055858882822344,432449.90996489907,80,Apache-Flink,Structural Conflict
U-NSGA-III,Semanti-MOP,5,12215.00000038782,7.139857202855943,438021.7503313901,80,Apache-Flink,Structural Conflict
U-NSGA-III,Semanti-MOP,6,12188.000000291428,7.181856362872742,440347.8000072052,80,Apache-Flink,Structural Conflict
U-NSGA-III,Semanti-MOP,7,12290.000000335178,7.34985300293994,431483.99998152175,80,Apache-Flink,Structural Conflict
U-NSGA-III,Semanti-MOP,8,12304.000000926686,6.677866442671146,430251.159983395,80,Apache-Flink,Structural Conflict
U-NSGA-III,Semanti-MOP,9,12357.000000775337,7.265854682906342,425548.4699053899,80,Apache-Flink,Structural Conflict
U-NSGA-III,Semanti-MOP,10,12317.00000020925,6.761864762704746,429102.8705417773,80,Apache-Flink,Structural Conflict
U-NSGA-III,Semanti-MOP,11,12215.000000102556,7.055858882822344,438021.74992932874,80,Apache-Flink,Structural Conflict
U-NSGA-III,Semanti-MOP,12,12309.000000355392,7.181856362872742,429809.91059172293,80,Apache-Flink,Structural Conflict
U-NSGA-III,Semanti-MOP,13,12273.000000424941,6.9298614027719445,432975.74990377604,80,Apache-Flink,Structural Conflict
U-NSGA-III,Semanti-MOP,14,12295.000000160091,7.265854682906342,431044.1507254214,80,Apache-Flink,Structural Conflict
U-NSGA-III,Semanti-MOP,15,12266.000000598327,7.181856362872742,433588.3199983041,80,Apache-Flink,Structural Conflict
U-NSGA-III,Semanti-MOP,16,12296.000000934479,6.719865602687946,430956.1209596871,80,Apache-Flink,Structural Conflict
U-NSGA-III,Semanti-MOP,17,12260.000000769674,6.9298614027719445,434112.60053308797,80,Apache-Flink,Structural Conflict
U-NSGA-III,Semanti-MOP,18,12371.00000023285,6.971860562788744,424296.8708190812,80,Apache-Flink,Structural Conflict
U-NSGA-III,Semanti-MOP,19,12268.000000179285,7.0138597228055435,433413.40038484684,80,Apache-Flink,Structural Conflict
U-NSGA-III,Semanti-MOP,20,12344.000000361671,7.097858042839143,426707.16087416926,80,Apache-Flink,Structural Conflict
U-NSGA-III,Semanti-MOP,21,12250.000000309914,6.593868122637547,434984.79991874105,80,Apache-Flink,Structural Conflict
U-NSGA-III,Semanti-MOP,22,12361.000000105223,6.971860562788744,425191.2709803988,80,Apache-Flink,Structural Conflict
U-NSGA-III,Semanti-MOP,23,12300.000000387376,7.223855522889543,430603.80054184736,80,Apache-Flink,Structural Conflict
U-NSGA-III,Semanti-MOP,24,12349.000000013382,7.097858042839143,426261.91062695003,80,Apache-Flink,Structural Conflict
U-NSGA-III,Semanti-MOP,25,12223.00000039437,6.845863082738345,437329.75035609555,80,Apache-Flink,Structural Conflict
U-NSGA-III,Semanti-MOP,26,12229.000000676588,6.845863082738345,436809.91002344294,80,Apache-Flink,Structural Conflict
U-NSGA-III,Semanti-MOP,27,12224.000000668535,7.307853842923142,437243.15994515654,80,Apache-Flink,Structural Conflict
U-NSGA-III,Semanti-MOP,28,12298.000000800621,7.307853842923142,430779.9999787393,80,Apache-Flink,Structural Conflict
U-NSGA-III,Semanti-MOP,29,12285.000000915019,7.181856362872742,431923.35123784066,80,Apache-Flink,Structural Conflict
Random Search,Baseline,0,12538.000000084086,7.181856362872742,409064.8007887378,0,Apache-Flink,Structural Conflict
Random Search,Baseline,1,12545.000000469356,7.307853842923142,408414.1501248302,0,Apache-Flink,Structural Conflict
Random Search,Baseline,2,12541.000000055266,7.433851322973541,408786.0707923175,0,Apache-Flink,Structural Conflict
Random Search,Baseline,3,12498.000000173735,7.55984880302394,412764.0009317838,0,Apache-Flink,Structural Conflict
Random Search,Baseline,4,12510.000000112637,7.055858882822344,411657.6003625105,0,Apache-Flink,Structural Conflict
Random Search,Baseline,5,12470.000000403543,7.0138597228055435,415334.4008659318,0,Apache-Flink,Structural Conflict
Random Search,Baseline,6,12509.000000120379,7.643847123057538,411749.91099882027,0,Apache-Flink,Structural Conflict
Random Search,Baseline,7,12506.000000007512,6.9298614027719445,412026.71999930183,0,Apache-Flink,Structural Conflict
Random Search,Baseline,8,12497.000000422056,7.097858042839143,412856.06998068135,0,Apache-Flink,Structural Conflict
Random Search,Baseline,9,12512.000000212587,6.971860562788744,411472.9204342358,0,Apache-Flink,Structural Conflict
Random Search,Baseline,10,12539.000000067312,7.055858882822344,408971.9099873642,0,Apache-Flink,Structural Conflict
Random Search,Baseline,11,12491.000000273287,7.097858042839143,413408.07000577665,0,Apache-Flink,Structural Conflict
Random Search,Baseline,12,12472.000000014887,7.3918521629567415,415151.3201371001,0,Apache-Flink,Structural Conflict
Random Search,Baseline,13,12499.000000017242,6.9298614027719445,412671.91036689404,0,Apache-Flink,Structural Conflict
Random Search,Baseline,14,12535.00000000216,7.0138597228055435,409343.35009878734,0,Apache-Flink,Structural Conflict
Random Search,Baseline,15,12550.000000339976,7.3918521629567415,407948.7999891783,0,Apache-Flink,Structural Conflict
Random Search,Baseline,16,12507.000000184693,7.307853842923142,411934.4708446674,0,Apache-Flink,Structural Conflict
Random Search,Baseline,17,12462.000000210597,7.3918521629567415,416065.9207750294,0,Apache-Flink,Structural Conflict
Random Search,Baseline,18,12534.00000020069,7.0138597228055435,409436.1611118607,0,Apache-Flink,Structural Conflict
Random Search,Baseline,19,12527.000000080126,7.307853842923142,410085.2706387863,0,Apache-Flink,Structural Conflict
Random Search,Baseline,20,12494.00000015066,6.971860562788744,413132.1610292245,0,Apache-Flink,Structural Conflict
Random Search,Baseline,21,12483.000000024223,7.181856362872742,414142.95030513697,0,Apache-Flink,Structural Conflict
Random Search,Baseline,22,12533.00000023113,6.677866442671146,409528.9499798637,0,Apache-Flink,Structural Conflict
Random Search,Baseline,23,12467.000000008713,7.181856362872742,415608.87058988056,0,Apache-Flink,Structural Conflict
Random Search,Baseline,24,12516.000000325657,7.097858042839143,411103.3199407304,0,Apache-Flink,Structural Conflict
Random Search,Baseline,25,12521.000000121261,7.139857202855943,410640.8705077414,0,Apache-Flink,Structural Conflict
Random Search,Baseline,26,12496.000000043223,6.761864762704746,412948.12030247,0,Apache-Flink,Structural Conflict
Random Search,Baseline,27,12485.000000478378,6.9298614027719445,413959.3499237652,0,Apache-Flink,Structural Conflict
Random Search,Baseline,28,12542.00000037096,7.223855522889543,408693.120609047,0,Apache-Flink,Structural Conflict
Random Search,Baseline,29,12527.00000008013,7.937841243175137,410085.2699930625,0,Apache-Flink,Structural Conflict
Random Search,Semanti-MOP,0,12474.000000151691,6.845863082738345,414968.1611422272,80,Apache-Flink,Structural Conflict
Random Search,Semanti-MOP,1,12531.000000008597,6.887862242755145,409714.4707511874,80,Apache-Flink,Structural Conflict
Random Search,Semanti-MOP,2,12532.000000241786,7.307853842923142,409621.7214232589,80,Apache-Flink,Structural Conflict
Random Search,Semanti-MOP,3,12492.000000520648,6.887862242755145,413316.1199524919,80,Apache-Flink,Structural Conflict
Random Search,Semanti-MOP,4,12494.00000014683,6.677866442671146,413132.1600009687,80,Apache-Flink,Structural Conflict
Random Search,Semanti-MOP,5,12531.000000014763,6.9298614027719445,409714.47070810955,80,Apache-Flink,Structural Conflict
Random Search,Semanti-MOP,6,12529.000000208724,6.551868962620748,409899.9110153402,80,Apache-Flink,Structural Conflict
Random Search,Semanti-MOP,7,12503.000000170125,7.307853842923142,412303.35075390415,80,Apache-Flink,Structural Conflict
Random Search,Semanti-MOP,8,12525.000000043903,7.55984880302394,410270.55022441025,80,Apache-Flink,Structural Conflict
Random Search,Semanti-MOP,9,12520.000000006079,7.0138597228055435,410733.40088069235,80,Apache-Flink,Structural Conflict
Random Search,Semanti-MOP,10,12536.000000071315,7.223855522889543,409250.5213568159,80,Apache-Flink,Structural Conflict
Random Search,Semanti-MOP,11,12514.000000347973,6.971860562788744,411288.15989648574,80,Apache-Flink,Structural Conflict
Random Search,Semanti-MOP,12,12527.00000088006,7.601847963040739,410085.26992591686,80,Apache-Flink,Structural Conflict
Random Search,Semanti-MOP,13,12525.00000003243,7.47585048299034,410270.5510342591,80,Apache-Flink,Structural Conflict
Random Search,Semanti-MOP,14,12530.000000063823,7.055858882822344,409807.2007435958,80,Apache-Flink,Structural Conflict
Random Search,Semanti-MOP,15,12540.00000019448,6.803863922721545,408879.000709783,80,Apache-Flink,Structural Conflict
Random Search,Semanti-MOP,16,12539.000000040367,6.971860562788744,408971.91023298376,80,Apache-Flink,Structural Conflict
Random Search,Semanti-MOP,17,12542.000000246378,6.803863922721545,408693.1202376436,80,Apache-Flink,Structural Conflict
Random Search,Semanti-MOP,18,12529.000000051254,7.139857202855943,409899.9107659243,80,Apache-Flink,Structural Conflict
Random Search,Semanti-MOP,19,12516.0000008442,6.803863922721545,411103.31996554235,80,Apache-Flink,Structural Conflict
Random Search,Semanti-MOP,20,12506.000000016787,6.845863082738345,412026.72058773244,80,Apache-Flink,Structural Conflict
Random Search,Semanti-MOP,21,12518.000000018048,7.34985300293994,410918.40017194656,80,Apache-Flink,Structural Conflict
Random Search,Semanti-MOP,22,12537.00000022427,7.853842923141537,409157.67073296563,80,Apache-Flink,Structural Conflict
Random Search,Semanti-MOP,23,12530.000000432326,7.0138597228055435,409807.2006281619,80,Apache-Flink,Structural Conflict
Random Search,Semanti-MOP,24,12508.000000956437,7.0138597228055435,411842.1999660573,80,Apache-Flink,Structural Conflict
Random Search,Semanti-MOP,25,12506.000000054748,6.761864762704746,412026.7207381005,80,Apache-Flink,Structural Conflict
Random Search,Semanti-MOP,26,12459.00000027826,7.055858882822344,416339.9102421568,80,Apache-Flink,Structural Conflict
Random Search,Semanti-MOP,27,12541.00000005219,6.971860562788744,408786.07006694755,80,Apache-Flink,Structural Conflict
Random Search,Semanti-MOP,28,12439.0000002212,7.0138597228055435,418161.9099584246,80,Apache-Flink,Structural Conflict
Random Search,Semanti-MOP,29,12502.000000281045,6.9298614027719445,412395.5203527177,80,Apache-Flink,Structural Conflict
